nom,type,region,province,latitude,longitude,population
Province des Balé,province,Boucle du Mouhoun,Province des Balé,11.74741,-3.06025,297367
Province du Sourou,province,Boucle du Mouhoun,Province du Sourou,13.27053,-3.04795,284947
Bazega Province,province,Centre-Sud,Bazega Province,11.91667,-1.5,280793
Province du Ioba,province,Sud-Ouest,Province du Ioba,11.0942,-3.0355,265876
Province du Ziro,province,Centre-Ouest,Province du Ziro,11.65823,-1.91015,241663
Province du Zondoma,province,Nord,Province du Zondoma,13.20836,-2.35952,239955
Province du Nayala,province,Boucle du Mouhoun,Province du Nayala,12.70551,-3.01387,223090
Province du Lorum,province,Nord,Province du Lorum,13.9989,-2.16488,198178
Nahouri Province,province,Centre-Sud,Nahouri Province,11.25,-1.25,195608
Province du Kourwéogo,province,Plateau-Central,Province du Kourwéogo,12.60718,-1.78199,181202
Province de la Léraba,province,Cascades,Province de la Léraba,10.61811,-5.29271,179367
Province du Yagha,province,Sahel,Province du Yagha,13.42334,0.60335,169024
Oudalan,province,Sahel,Oudalan,14.6616,-0.3667,158146
Province de la Bougouriba,province,Sud-Ouest,Province de la Bougouriba,10.8703,-3.42319,153606
Province de la Kompienga,province,Est,Province de la Kompienga,11.44926,0.91015,117672
Province de la Komandjoari,province,Est,Province de la Komandjoari,12.66667,0.66667,105584
Province du Noumbièl,province,Sud-Ouest,Province du Noumbièl,9.83333,-3,98883
Ouagadougou,commune,Centre,Kadiogo Province,12.36566,-1.53388,2415266
Bobo-Dioulasso,commune,Hauts-Bassins,Province du Houet,11.18064,-4.29489,904920
Koudougou,commune,Centre-Ouest,Province du Boulkiemdé,12.25188,-2.36694,160239
Saaba,commune,Centre,Kadiogo Province,12.37136,-1.41468,136011
Ouahigouya,commune,Nord,Province du Yatenga,13.5769,-2.41786,124587
Kaya,commune,Centre-Nord,Sandbondtenga,13.0883,-1.08368,121970
Banfora,commune,Cascades,Province de la Comoé,10.64064,-4.75285,117452
Pouytenga,commune,Centre-Est,Kouritenga Province,12.25162,-0.42565,96469
Houndé,commune,Hauts-Bassins,Province du Tuy,11.5,-3.51667,87151
